20140401092000662,67858,A,135123,1,0.059000,90000,
20140401092000662,67858,A,230339,1,0.059000,10000,
20140401092000662,67858,A,196995,1,0.065000,200000,
20140401092000662,67858,A,135315,1,0.069000,100000,
20140401092000662,67858,A,216787,0,0.040000,10000,
20140401092000662,67858,A,219363,0,0.038000,10000,
20140401092000662,67858,A,196147,0,0.026000,50000,
20140401093000028,67858,A,259971,1,0.038000,20000,
20140401093000028,67858,D,216787,0,,,
20140401093000028,67858,D,259971,1,,10000,
20140401093000028,67858,D,219363,0,,,
20140401093000028,67858,D,259971,1,,,
20140401093000899,67858,A,269251,0,0.027000,500000,
20140401093000899,67858,A,269267,1,0.031000,500000,
20140401093000900,67858,A,269283,0,0.026000,500000,
20140401093000900,67858,A,269299,1,0.032000,500000,
20140401093000900,67858,A,269315,0,0.025000,500000,
20140401093000900,67858,A,269331,1,0.033000,500000,
20140401093000902,67858,A,269347,0,0.024000,500000,
20140401093000902,67858,A,269363,1,0.034000,500000,
20140401093000902,67858,A,269379,0,0.023000,500000,
20140401093000902,67858,A,269395,1,0.035000,500000,
20140401093001898,67858,D,269267,1,,,
20140401093002399,67858,A,283811,1,0.036000,500000,
20140401093002406,67858,A,284067,1,0.040000,80000,
20140401093007401,67858,A,320147,1,0.031000,500000,
20140401093008488,67858,A,326435,1,0.030000,1000000,
20140401093011183,67858,A,338227,0,0.020000,2000000,
20140401093011902,67858,D,320147,1,,,
20140401093012402,67858,A,343907,0,0.028000,500000,
20140401093017404,67858,A,363395,1,0.031000,500000,
20140401093026906,67858,D,283811,1,,,
20140401093026909,67858,A,400451,1,0.030000,500000,
20140401093027474,67858,D,343907,0,,,
20140401093030416,67858,D,400451,1,,,
20140401093030417,67858,A,412163,0,0.028000,500000,
20140401093032369,67858,A,418291,0,0.028000,3000000,
20140401093032370,67858,A,418307,0,0.027000,2000000,
20140401093032370,67858,A,418323,1,0.030000,500000,
20140401093032372,67858,A,418355,0,0.026000,2000000,
20140401093032372,67858,A,418371,0,0.025000,2000000,
20140401093032373,67858,A,418403,0,0.024000,2000000,
20140401093032375,67858,A,418435,1,0.039000,3000000,
20140401093032383,67858,D,412163,0,,,
20140401093037409,67858,A,436851,0,0.028000,500000,
20140401093038462,67858,D,418323,1,,,
20140401093042412,67858,D,436851,0,,,
20140401093043412,67858,A,460371,1,0.030000,500000,
20140401093044412,67858,A,462867,0,0.028000,500000,
20140401093044412,67858,D,460371,1,,,
20140401093044636,67858,D,418291,0,,,
20140401093044636,67858,A,464707,0,0.029000,3000000,
20140401093044638,67858,D,418435,1,,,
20140401093044638,67858,A,464739,1,0.040000,3000000,
20140401093046301,67858,D,464707,0,,,
20140401093046301,67858,A,470595,0,0.028000,3000000,
20140401093046303,67858,D,464739,1,,,
20140401093046303,67858,A,470611,1,0.039000,3000000,
20140401093048124,67858,D,470595,0,,,
20140401093048124,67858,A,478403,0,0.029000,3000000,
20140401093048125,67858,D,470611,1,,,
20140401093048125,67858,A,478435,1,0.040000,3000000,
20140401093051414,67858,A,490339,0,0.029000,500000,
20140401093051414,67858,D,363395,1,,,
20140401093051415,67858,A,490355,1,0.036000,500000,
20140401093052826,67858,D,478403,0,,,
20140401093052826,67858,A,495795,0,0.030000,3000000,
20140401093052826,67858,D,495795,0,,2000000,
20140401093052826,67858,D,326435,1,,,
20140401093052828,67858,D,478435,1,,,
20140401093052828,67858,A,495811,1,0.041000,3000000,
20140401093052836,67858,D,495795,0,,,
20140401093053596,67858,A,499619,0,0.030000,3000000,
20140401093056830,67858,D,418371,0,,,
20140401093056830,67858,A,509475,0,0.029000,2000000,
20140401093056832,67858,D,418403,0,,,
20140401093056832,67858,A,509491,0,0.028000,2000000,
20140401093058144,67858,D,499619,0,,,
20140401093058147,67858,D,509475,0,,,
20140401093058147,67858,A,513107,0,0.029000,3000000,
20140401093058149,67858,D,495811,1,,,
20140401093058149,67858,A,513139,1,0.040000,3000000,
20140401093102417,67858,D,490339,0,,,
20140401093102917,67858,A,529507,0,0.029000,500000,
20140401093102941,67858,D,269299,1,,,
20140401093103062,67858,A,530371,0,0.030000,3000000,
20140401093103066,67858,D,513107,0,,,
20140401093103066,67858,A,530451,0,0.029000,2000000,
20140401093103071,67858,D,513139,1,,,
20140401093103071,67858,A,530467,1,0.041000,3000000,
20140401093103418,67858,A,531827,1,0.037000,500000,
20140401093108919,67858,A,550435,0,0.030000,500000,
20140401093112147,67858,D,530371,0,,,
20140401093112147,67858,A,561843,0,0.031000,3000000,
20140401093112151,67858,D,530467,1,,,
20140401093112151,67858,A,561859,1,0.042000,3000000,
20140401093112420,67858,D,269331,1,,,
20140401093112421,67858,A,562611,1,0.038000,500000,
20140401093112926,67858,A,563891,1,0.033000,500000,
20140401093112975,67858,D,561843,0,,,
20140401093112975,67858,A,564323,0,0.030000,3000000,
20140401093112977,67858,D,561859,1,,,
20140401093112977,67858,A,564355,1,0.041000,3000000,
20140401093113555,67858,D,564323,0,,,
20140401093113555,67858,A,566899,0,0.031000,3000000,
20140401093113557,67858,D,564355,1,,,
20140401093113557,67858,A,566931,1,0.042000,3000000,
20140401093114421,67858,A,570003,0,0.031000,500000,
20140401093114422,67858,D,563891,1,,,
20140401093116120,67858,D,418355,0,,,
20140401093116120,67858,A,577779,0,0.030000,2000000,
20140401093118923,67858,D,269363,1,,,
20140401093118923,67858,A,587491,1,0.039000,500000,
20140401093119651,67858,D,566899,0,,,
20140401093119651,67858,A,589923,0,0.032000,3000000,
20140401093120490,67858,D,589923,0,,,
20140401093120490,67858,A,592371,0,0.031000,3000000,
20140401093120923,67858,A,594083,1,0.034000,500000,
20140401093121923,67858,D,570003,0,,,
20140401093122424,67858,A,599027,0,0.031000,500000,
20140401093124351,67858,D,599027,0,,,
20140401093124353,67858,D,587491,1,,,
20140401093124354,67858,A,605075,1,0.033000,500000,
20140401093124472,67858,D,592371,0,,,
20140401093124474,67858,D,577779,0,,,
20140401093124474,67858,A,605379,0,0.030000,3000000,
20140401093124478,67858,D,566931,1,,,
20140401093124478,67858,A,605475,1,0.041000,3000000,
20140401093125123,67858,A,607315,1,0.031000,100000,
20140401093125271,67858,A,607651,0,0.031000,3000000,
20140401093125271,67858,D,607651,0,,2900000,
20140401093125271,67858,D,607315,1,,,
20140401093125271,67858,D,605379,0,,2000000,
20140401093125273,67858,D,605475,1,,,
20140401093125273,67858,A,607683,1,0.042000,3000000,
20140401093125294,67858,D,607651,0,,,
20140401093125294,67858,A,607747,0,0.031000,3000000,
20140401093125301,67858,D,607747,0,,1000000,
20140401093125649,67858,D,607747,0,,,
20140401093125650,67858,D,605379,0,,1000000,
20140401093125651,67858,D,607683,1,,,
20140401093125651,67858,A,609011,1,0.041000,3000000,
20140401093125744,67858,A,609187,0,0.026000,2000000,
20140401093126379,67858,D,605379,0,,,
20140401093126379,67858,A,611139,0,0.030000,3000000,
20140401093129316,67858,D,550435,0,,,
20140401093129317,67858,D,562611,1,,,
20140401093129319,67858,A,617651,1,0.032000,500000,
20140401093130766,67858,D,617651,1,,,
20140401093130768,67858,A,621731,0,0.030000,500000,
20140401093133298,67858,A,627715,0,0.031000,100000,
20140401093137929,67858,A,636115,1,0.032000,500000,
20140401093138370,67858,D,621731,0,,,
20140401093140088,67858,D,611139,0,,,
20140401093140089,67858,D,530451,0,,,
20140401093140089,67858,A,641315,0,0.029000,3000000,
20140401093140091,67858,D,609011,1,,,
20140401093140091,67858,A,641331,1,0.040000,3000000,
20140401093145393,67858,A,656243,1,0.031000,100000,
20140401093145393,67858,D,627715,0,,,
20140401093145393,67858,D,656243,1,,,
20140401093145760,67858,A,657235,0,0.025000,2000000,
20140401093148881,67858,D,641315,0,,,
20140401093148881,67858,A,664355,0,0.030000,3000000,
20140401093151300,67858,D,664355,0,,,
20140401093151300,67858,A,668339,0,0.029000,3000000,
20140401093152433,67858,D,531827,1,,,
20140401093152436,67858,A,672371,1,0.031000,500000,
20140401093154434,67858,D,529507,0,,,
20140401093155625,67858,D,668339,0,,,
20140401093155626,67858,D,509491,0,,,
20140401093155626,67858,A,683395,0,0.028000,3000000,
20140401093155629,67858,D,641331,1,,,
20140401093155629,67858,A,683411,1,0.039000,3000000,
20140401093156142,67858,A,685411,0,0.024000,2000000,
20140401093201894,67858,D,683395,0,,,
20140401093201894,67858,A,699827,0,0.029000,3000000,
20140401093202219,67858,D,683411,1,,,
20140401093202219,67858,A,701507,1,0.040000,3000000,
20140401093203654,67858,D,672371,1,,,
20140401093203655,67858,A,705091,0,0.029000,500000,
20140401093204937,67858,A,707907,1,0.031000,500000,
20140401093205220,67858,A,708579,0,0.030000,1000000,
20140401093205364,67858,D,705091,0,,,
20140401093205776,67858,D,685411,0,,,
