20140401092000662,67858,216787,135123,0.040000,10000,0.059000,90000,
20140401093000028,67858,196147,135123,0.026000,50000,0.059000,90000,
20140401093000899,67858,269251,269267,0.027000,500000,0.031000,500000,
20140401093000900,67858,269251,269267,0.027000,500000,0.031000,500000,
20140401093000902,67858,269251,269267,0.027000,500000,0.031000,500000,
20140401093001898,67858,269251,269299,0.027000,500000,0.032000,500000,
20140401093002399,67858,269251,269299,0.027000,500000,0.032000,500000,
20140401093002406,67858,269251,269299,0.027000,500000,0.032000,500000,
20140401093007401,67858,269251,320147,0.027000,500000,0.031000,500000,
20140401093008488,67858,269251,326435,0.027000,500000,0.030000,1000000,
20140401093011183,67858,269251,326435,0.027000,500000,0.030000,1000000,
20140401093011902,67858,269251,326435,0.027000,500000,0.030000,1000000,
20140401093012402,67858,343907,326435,0.028000,500000,0.030000,1000000,
20140401093017404,67858,343907,326435,0.028000,500000,0.030000,1000000,
20140401093026906,67858,343907,326435,0.028000,500000,0.030000,1000000,
20140401093026909,67858,343907,326435,0.028000,500000,0.030000,1000000,
20140401093027474,67858,269251,326435,0.027000,500000,0.030000,1000000,
20140401093030416,67858,269251,326435,0.027000,500000,0.030000,1000000,
20140401093030417,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032369,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032370,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032372,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032373,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032375,67858,412163,326435,0.028000,500000,0.030000,1000000,
20140401093032383,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093037409,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093038462,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093042412,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093043412,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093044412,67858,418291,326435,0.028000,3000000,0.030000,1000000,
20140401093044636,67858,464707,326435,0.029000,3000000,0.030000,1000000,
20140401093044638,67858,464707,326435,0.029000,3000000,0.030000,1000000,
20140401093046301,67858,462867,326435,0.028000,500000,0.030000,1000000,
20140401093046303,67858,436851,326435,0.028000,500000,0.030000,1000000,
20140401093048124,67858,478403,326435,0.029000,3000000,0.030000,1000000,
20140401093048125,67858,478403,326435,0.029000,3000000,0.030000,1000000,
20140401093051414,67858,478403,326435,0.029000,3000000,0.030000,1000000,
20140401093051415,67858,478403,326435,0.029000,3000000,0.030000,1000000,
20140401093052826,67858,490339,269299,0.029000,500000,0.032000,500000,
20140401093052828,67858,490339,400451,0.029000,500000,0.030000,500000,
20140401093052836,67858,490339,400451,0.029000,500000,0.030000,500000,
20140401093053596,67858,499619,400451,0.030000,3000000,0.030000,500000,
20140401093056830,67858,499619,400451,0.030000,3000000,0.030000,500000,
20140401093056832,67858,499619,400451,0.030000,3000000,0.030000,500000,
20140401093058144,67858,490339,400451,0.029000,500000,0.030000,500000,
20140401093058147,67858,490339,400451,0.029000,500000,0.030000,500000,
20140401093058149,67858,490339,400451,0.029000,500000,0.030000,500000,
20140401093102417,67858,513107,400451,0.029000,3000000,0.030000,500000,
20140401093102917,67858,509475,400451,0.029000,2000000,0.030000,500000,
20140401093102941,67858,509475,400451,0.029000,2000000,0.030000,500000,
20140401093103062,67858,530371,400451,0.030000,3000000,0.030000,500000,
20140401093103066,67858,530371,400451,0.030000,3000000,0.030000,500000,
20140401093103071,67858,530371,400451,0.030000,3000000,0.030000,500000,
20140401093103418,67858,530371,400451,0.030000,3000000,0.030000,500000,
20140401093108919,67858,530371,400451,0.030000,3000000,0.030000,500000,
