20140401102832363,8167,A,295319,1,0.206,2000,Y
20140401103412669,8009,A,311751,1,0.495,4000,Y
20140401103940796,8009,D,311751,1,,,Y
20140401103945150,8009,A,328359,1,0.490,4000,Y
20140401104122863,8063,A,332407,1,0.810,1200,Y
20140401104339578,8009,D,328359,1,,,Y
20140401104343501,8009,A,339815,1,0.485,4000,Y
20140401104503785,8207,A,344119,1,1.800,2400,Y
20140401111146081,8207,D,344119,1,,,Y
20140401112905156,8022,A,456727,0,0.350,2000,Y
20140401130738650,8063,D,332407,1,,,Y
20140401145517513,8078,A,702311,1,0.164,6000,Y
20140401153324054,8071,A,769383,1,0.350,4000,Y
20140401153449171,8200,A,771815,1,0.600,1000,Y
20140401154204224,8071,D,769383,1,,,Y
20140401154255356,8071,A,789415,1,0.355,4000,Y
20140401154809106,8080,A,803559,1,0.235,1000,Y
20140401154832732,8080,D,803559,1,,,Y
