20140401093001497,162,A,276819,1,1.800,1500,Y
20140401093004408,857,A,299507,1,8.680,800,Y
20140401093004443,1136,A,299875,1,3.910,880,Y
20140401093119245,823,A,588899,1,38.500,310,Y
20140401093228200,12741,A,766179,1,0.009,500000,Y
20140401093258348,12741,A,837219,1,0.009,3500000,Y
20140401093317531,2328,A,893011,0,10.600,1400,Y
20140401093431493,28393,A,1059523,1,0.008,200000,Y
20140401093544055,857,A,1296195,1,8.750,1293,Y
20140401093544483,857,A,1298147,1,8.750,1293,Y
20140401093544491,857,A,1298227,1,8.750,1293,Y
20140401094342174,992,A,2271187,1,8.650,1207,Y
20140401094545622,2328,D,893011,0,,,Y
20140401094611420,2328,A,2658947,0,10.700,1390,Y
20140401094649351,2328,A,2741011,0,10.700,1600,Y
20140401094714972,2328,D,2741011,0,,,Y
20140401094716390,2328,D,2658947,0,,,Y
20140401095208531,823,A,3428739,1,38.500,265,Y
20140401095440716,763,A,3677715,1,15.160,40,Y
20140401095454917,823,A,3695043,1,38.200,447,Y
20140401095521017,992,D,2271187,1,,,Y
20140401095938773,2366,A,4148867,1,0.950,560,Y
20140401100133409,763,D,3677715,1,,,Y
20140401100258683,823,D,3695043,1,,,Y
20140401100631981,11508,A,4938147,0,0.001,2000000,Y
20140401101103371,857,A,5307059,1,8.490,1814,Y
20140401101105010,857,D,5307059,1,,,Y
20140401101827108,214,A,5805923,1,1.980,1254,Y
20140401102338908,1136,D,299875,1,,,Y
20140401102740886,3988,A,6390147,1,3.400,420,Y
20140401103432341,343,A,6853315,1,1.060,2500,Y
20140401104016831,355,A,7189555,1,0.530,1400,Y
20140401104030913,355,D,7189555,1,,,Y
20140401104321305,9,A,7377203,1,0.700,3600,Y
20140401104632154,76,A,7535011,1,0.068,1000,Y
20140401110914062,76,A,9198659,1,0.070,200,Y
20140401110959650,2899,A,9239347,0,1.590,1000,Y
20140401110959651,2899,A,9239363,0,1.590,1000,Y
20140401110959653,2899,A,9239379,0,1.590,1000,Y
20140401110959657,2899,A,9239395,0,1.590,1000,Y
20140401110959663,2899,A,9239411,0,1.590,1000,Y
20140401110959712,2899,A,9239427,0,1.590,1000,Y
20140401110959714,2899,A,9239443,0,1.590,1,Y
20140401110959716,2899,A,9239459,0,1.590,2,Y
20140401110959717,2899,A,9239475,0,1.590,3,Y
20140401110959720,2899,A,9239491,0,1.590,4,Y
20140401110959813,2899,A,9239571,0,1.590,5,Y
20140401110959817,2899,A,9239587,0,1.590,6,Y
20140401110959818,2899,A,9239603,0,1.590,7,Y
20140401110959819,2899,A,9239619,0,1.590,8,Y
20140401110959823,2899,A,9239635,0,1.590,9,Y
20140401110959911,2899,A,9239731,0,1.590,10,Y
20140401110959912,2899,A,9239747,0,1.590,20,Y
20140401110959913,2899,A,9239763,0,1.590,30,Y
20140401110959914,2899,A,9239795,0,1.590,40,Y
20140401110959915,2899,A,9239811,0,1.590,50,Y
20140401111000013,2899,A,9239955,0,1.590,60,Y
20140401111000013,2899,A,9239971,0,1.590,70,Y
20140401111000014,2899,A,9239987,0,1.590,80,Y
20140401111000015,2899,A,9240003,0,1.590,90,Y
20140401111000015,2899,A,9240019,0,1.590,100,Y
20140401111000123,2899,A,9240275,0,1.590,200,Y
20140401111000123,2899,A,9240291,0,1.590,300,Y
20140401111000123,2899,A,9240307,0,1.590,400,Y
20140401111000123,2899,A,9240323,0,1.590,500,Y
20140401111000123,2899,A,9240339,0,1.590,600,Y
20140401111000213,2899,A,9240419,0,1.590,700,Y
20140401111000214,2899,A,9240435,0,1.590,800,Y
20140401111000215,2899,A,9240451,0,1.590,900,Y
20140401111000215,2899,A,9240467,0,1.590,1000,Y
20140401111119635,3988,A,9322243,0,3.350,1,Y
20140401111119636,3988,A,9322259,0,3.350,1,Y
20140401111119648,3988,A,9322291,0,3.350,1,Y
20140401111119650,3988,A,9322307,0,3.350,1,Y
20140401111119652,3988,A,9322339,0,3.350,1,Y
20140401111119678,3988,A,9322403,0,3.350,1,Y
20140401111119681,3988,A,9322419,0,3.350,1,Y
20140401111119689,3988,A,9322451,0,3.350,1,Y
20140401111119690,3988,A,9322467,0,3.350,1,Y
20140401111119690,3988,A,9322483,0,3.350,1,Y
20140401111119779,3988,A,9322835,0,3.350,2,Y
20140401111119783,3988,A,9322851,0,3.350,3,Y
20140401111119784,3988,A,9322867,0,3.350,4,Y
20140401111119785,3988,A,9322883,0,3.350,5,Y
20140401111119790,3988,A,9322915,0,3.350,6,Y
20140401111119882,3988,A,9323283,0,3.350,7,Y
20140401111119883,3988,A,9323299,0,3.350,8,Y
20140401111119883,3988,A,9323315,0,3.350,9,Y
20140401111119884,3988,A,9323331,0,3.350,10,Y
20140401111119885,3988,A,9323347,0,3.350,20,Y
20140401111119981,3988,A,9323587,0,3.350,30,Y
20140401111119981,3988,A,9323603,0,3.350,40,Y
20140401111119982,3988,A,9323619,0,3.350,50,Y
20140401111119982,3988,A,9323635,0,3.350,60,Y
20140401111119983,3988,A,9323651,0,3.350,70,Y
20140401111120080,3988,A,9323779,0,3.350,80,Y
20140401111120081,3988,A,9323795,0,3.350,90,Y
20140401111120082,3988,A,9323811,0,3.350,100,Y
20140401111120083,3988,A,9323827,0,3.350,200,Y
20140401111120083,3988,A,9323843,0,3.350,300,Y
20140401111120181,3988,A,9323971,0,3.350,400,Y
20140401111120182,3988,A,9323987,0,3.350,500,Y
20140401111120183,3988,A,9324003,0,3.350,600,Y
