20140401093004376,5,A,292132,1,78.900,146,Y
20140401093004917,5,A,295076,1,79.500,246,Y
20140401093047420,21656,A,493796,1,0.009,2300000,Y
20140401093059232,21784,A,536692,1,0.009,560000,Y
20140401093103938,3333,A,554900,1,3.900,483,Y
20140401093120098,3333,D,554900,1,,,Y
20140401093227495,983,A,790852,1,8.500,570,Y
20140401093239216,131,A,815940,1,7.000,311,Y
20140401093250252,3333,A,838100,1,3.960,146,Y
20140401093307487,3333,D,838100,1,,,Y
20140401093330419,3333,A,945572,1,3.960,719,Y
20140401093338443,3333,A,968740,1,3.960,340,Y
20140401093350210,3333,D,945572,1,,,Y
20140401093356473,3333,D,968740,1,,,Y
20140401093403452,2800,A,1016564,0,22.300,1,Y
20140401093403465,2800,A,1016596,0,22.300,1,Y
20140401093403466,2800,A,1016612,0,22.300,1,Y
20140401093403481,2800,A,1016676,0,22.300,1,Y
20140401093403482,2800,A,1016692,0,22.300,1,Y
20140401093403498,2800,A,1016788,0,22.300,1,Y
20140401093403499,2800,A,1016820,0,22.300,1,Y
20140401093403501,2800,A,1016868,0,22.300,1,Y
20140401093403513,2800,A,1016900,0,22.300,1,Y
20140401093403530,2800,A,1016948,0,22.300,1,Y
20140401093403601,2800,A,1017268,0,22.300,2,Y
20140401093403601,2800,A,1017284,0,22.300,3,Y
20140401093403602,2800,A,1017300,0,22.300,4,Y
20140401093403608,2800,A,1017316,0,22.300,5,Y
20140401093403609,2800,A,1017348,0,22.300,6,Y
20140401093403699,2800,A,1017476,0,22.300,7,Y
20140401093403823,2800,A,1018132,0,22.300,8,Y
20140401093403823,2800,A,1018148,0,22.300,9,Y
20140401093403824,2800,A,1018164,0,22.300,10,Y
20140401093403825,2800,A,1018180,0,22.300,20,Y
20140401093403826,2800,A,1018212,0,22.300,30,Y
20140401093403901,2800,A,1018324,0,22.300,40,Y
20140401093403902,2800,A,1018356,0,22.300,50,Y
20140401093403902,2800,A,1018372,0,22.300,60,Y
20140401093403903,2800,A,1018388,0,22.300,70,Y
20140401093403905,2800,A,1018404,0,22.300,80,Y
20140401093404002,2800,A,1018596,0,22.300,90,Y
20140401093404003,2800,A,1018612,0,22.300,100,Y
20140401093404004,2800,A,1018628,0,22.300,200,Y
20140401093404004,2800,A,1018644,0,22.300,300,Y
20140401093404005,2800,A,1018660,0,22.300,400,Y
20140401093416800,28904,A,1045572,1,0.009,320000,Y
20140401093518487,21933,A,1217700,1,0.009,1500000,Y
20140401093807590,3333,A,1667796,1,3.950,850,Y
20140401093822991,3333,D,1667796,1,,,Y
20140401094740026,21656,A,2897428,1,0.007,200000,Y
20140401094957265,2800,A,3206580,1,23.200,300,Y
20140401095239096,3333,A,3537732,1,3.920,875,Y
20140401095242947,3333,D,3537732,1,,,Y
20140401095602273,3333,A,3862836,1,3.920,250,Y
20140401095621142,3333,D,3862836,1,,,Y
20140401100226953,11159,A,4501988,0,0.009,300000,Y
20140401102013581,11159,D,4501988,0,,,Y
20140401102928489,28257,A,6538660,1,0.009,300000,Y
20140401103253463,88,A,6798836,1,5.520,100,Y
20140401103320477,88,D,6798836,1,,,Y
20140401104805204,5,A,7689524,1,77.850,217,Y
20140401104921190,5,D,7689524,1,,,Y
20140401105231906,5,A,8006756,1,78.100,93,Y
20140401105244022,5,D,8006756,1,,,Y
20140401105359587,5,A,8174548,0,78.100,1,Y
20140401105359602,5,A,8174580,0,78.100,1,Y
20140401105359606,5,A,8174596,0,78.100,1,Y
20140401105359606,5,A,8174612,0,78.100,33,Y
20140401105359619,5,A,8174692,0,78.100,33,Y
20140401105359620,5,A,8174708,0,78.100,33,Y
20140401105359705,5,A,8175092,0,78.100,166,Y
20140401105359706,5,A,8175108,0,78.100,166,Y
20140401105359707,5,A,8175124,0,78.100,166,Y
20140401105359708,5,A,8175156,0,78.100,266,Y
20140401105359712,5,A,8175188,0,78.100,266,Y
20140401105359806,5,A,8175492,0,78.100,266,Y
20140401105359810,5,A,8175524,0,78.100,333,Y
20140401105359810,5,A,8175540,0,78.100,333,Y
20140401105359810,5,A,8175556,0,78.100,333,Y
20140401105359810,5,A,8175572,0,78.100,1,Y
