20140401093000410,261,A,223574,0,0.006,1000000,Y
20140401093000656,261,A,225222,0,0.009,6000000,Y
20140401093004788,261,A,255382,0,0.009,4000000,Y
20140401093006022,945,A,263542,1,150.000,72,Y
20140401093007218,261,A,271302,0,0.009,8000000,Y
20140401093009410,261,A,284214,0,0.009,10000000,Y
20140401093012073,261,A,294726,0,0.009,2000000,Y
20140401093013343,15053,A,299974,1,0.005,1000000,Y
20140401093016133,261,A,310390,0,0.009,960000,Y
20140401093018131,261,A,319398,0,0.009,800000,Y
20140401093020543,261,A,328022,0,0.009,880000,Y
20140401093025862,261,A,348758,0,0.009,6000000,Y
20140401093030400,261,A,365350,0,0.009,720000,Y
20140401093032376,261,A,372230,0,0.009,640000,Y
20140401093034435,261,A,380182,0,0.009,400000,Y
20140401093036599,261,A,387574,0,0.009,480000,Y
20140401093039181,261,A,396230,0,0.009,560000,Y
20140401093042114,261,A,408358,0,0.009,320000,Y
20140401093044162,261,A,414262,0,0.009,240000,Y
20140401093046216,261,A,423190,0,0.009,160000,Y
20140401093048005,261,A,429078,0,0.009,80000,Y
20140401093050991,261,A,438486,0,0.009,2400000,Y
20140401093053516,261,A,451878,0,0.009,1600000,Y
20140401093055848,261,A,460134,0,0.009,1200000,Y
20140401093058929,261,A,470182,0,0.009,1040000,Y
20140401093531885,21970,A,1250742,1,0.002,3000000,Y
20140401095049594,66,A,3292710,1,29.600,274,Y
20140401100535185,261,A,4790294,0,0.004,240000,Y
20140401101610158,11,A,5546982,1,124.000,71,Y
20140401102926671,295,A,6371142,1,0.500,10000,Y
20140401103011529,627,A,6427030,1,0.405,3000,Y
20140401103224534,3933,A,6597446,1,4.810,1500,Y
20140401103239639,3933,D,6597446,1,,,Y
20140401103354823,1398,A,6686822,1,4.700,740,Y
20140401103455299,1398,A,6743078,1,4.730,451,Y
20140401104342198,1221,A,7222982,1,2.460,958,Y
20140401104404243,1221,D,7222982,1,,,Y
20140401104426796,295,D,6371142,1,,,Y
20140401104435585,295,A,7264262,1,0.490,10000,Y
20140401104710613,3389,A,7385606,1,1.460,2000,Y
20140401104715107,295,D,7264262,1,,,Y
20140401104723204,295,A,7397846,1,0.485,10000,Y
20140401105326605,1398,D,6686822,1,,,Y
20140401105328525,1398,D,6743078,1,,,Y
20140401105639603,11,A,8180086,0,122.800,1,Y
20140401105639604,11,A,8180102,0,122.800,1,Y
20140401105639605,11,A,8180118,0,122.800,1,Y
20140401105639609,11,A,8180150,0,122.800,1,Y
20140401105639618,11,A,8180166,0,122.800,1,Y
20140401105639640,11,A,8180246,0,122.800,1,Y
