20140401092000112,4333,A,40,0,100.000,1000,
20140401092000112,4333,A,56,0,80.000,1000,
20140401092000113,4338,A,24,0,300.000,10000,
20140401093002268,4338,A,72,0,301.000,3000,
20140401102638440,4333,A,88,0,100.500,500,
20140401135613349,4332,A,104,0,122.000,100,
20140401135624996,4335,A,120,0,25.000,1000,
20140401135632924,4336,A,136,0,21.000,1000,
20140401135636420,4335,A,152,0,25.050,10000,
20140401135644511,4335,A,168,0,26.000,1000,
20140401135925874,4335,D,152,0,,,
20140401135934280,4335,A,184,0,26.050,10000,
20140401152044510,4338,A,200,0,302.000,5000,
